data_id,property_count
5291940,4
5292046,4
5292078,4
5292568,4
5292994,4
5293116,4
5293136,4
5293278,4
5293306,4
5293330,4
5293366,4
5542660,7
5819550,7
5819580,7
5820564,7
5988492,13
5988498,13
5988504,10
5988524,10
5988532,9
5988536,10
5988544,13
5988574,10
5988580,14
5988582,13
5988618,9
5988640,9
5988646,14
5988654,10
5988688,9
5988710,13
5988716,10
5988726,10
5988734,13
5988742,9
5988758,13
5988772,13
5988846,14
5988850,13
5988854,10
5988866,13
5988878,13
5988886,13
5988938,13
5988944,10
5988948,13
5988962,13
5989014,13
5989016,10
5989040,13
5989060,13
5989070,13
5989086,10
5989088,9
5989096,13
5989110,13
5989112,13
5989120,9
5989154,13
5989168,13
5989190,13
5989192,13
5989204,13
5989214,13
5989222,9
6048063,17
6444773,7
6444979,7
6445499,7
6473315,17
6474287,17
6560641,17
6561237,17
6561337,17
6628087,7
6628613,7
6628725,7
6705921,17
6705923,18
6705935,24
6705937,17
6705945,22
6705947,18
6705949,22
6705973,18
6706015,21
6706019,21
6706021,24
6706053,19
6706069,19
6706071,18
6706107,18
6706119,19
6706147,17
6706151,17
6706183,18
6706227,17
6706265,18
6706271,18
6706293,24
6706295,19
6706305,19
6706313,19
6706321,18
6706333,18
6706335,22
6706337,22
6706365,22
6706367,21
6706381,20
6706425,21
6706427,18
6706429,18
6706443,17
6706449,21
6706481,17
6706579,22
6706599,18
6706615,24
6706687,21
6706713,23
6706741,20
6706747,19
6706775,18
6706795,23
6706833,17
6706843,23
6861795,10
6874589,17
7108394,22
7414698,28
7414714,23
7414778,23
7414806,19
7414810,16
7414850,22
7414924,23
7414946,17
7414978,21
7414982,26
7414988,17
7415034,18
7415066,20
7415138,18
7415256,25
7415258,17
7415276,19
7415284,18
7415298,17
7415308,19
7415352,20
7415396,21
7415460,24
7415518,21
7415524,17
7415532,21
7415598,23
7415660,13
7415672,22
7415772,24
7415774,23
7415794,20
7415802,23
7415896,18
7415900,19
7415936,19
7415938,23
7415942,17
7416052,25
7416080,22
7416114,22
7416154,23
7416280,19
7416302,17
7416312,17
7416326,22
7416410,19
7416414,17
7416416,19
7416548,20
7445406,15
7445416,16
7445422,14
7445576,17
7445580,23
7445672,16
7445706,12
7445830,14
7445884,15
7445946,16
7445978,12
7446064,15
7446120,12
7446182,12
7446226,13
7446298,16
7446306,12
7446316,15
7446438,12
7446454,15
7446504,14
7446566,14
7446576,14
7446596,14
7446608,17
7446614,16
7446734,15
7721191,19
7721737,20
7721931,18
7722909,20
7722923,21
7772999,22
7773957,22
7887265,21
7887277,13
7887291,21
7887317,21
7887319,10
7887327,21
7887345,21
7887411,21
7887467,13
7887469,10
7887509,13
7887513,10
7887521,10
7887545,21
7887601,21
7887693,13
7887717,21
7887747,21
7887789,10
7887891,21
7887893,21
7887915,13
7887921,9
7887949,13
7887955,21
7887975,10
7888017,11
7888039,10
7888069,21
7888159,11
7888163,13
7888189,21
7888231,21
7888265,21
7888283,10
7888293,10
7888331,21
7888455,21
7888459,9
7888483,21
7888521,13
7888535,21
7888545,10
7888565,21
7888603,21
7888619,13
7888641,21
7888663,13
7888749,21
7888793,10
8015657,4
8015833,4
8016067,4
8016117,4
8016201,4
8016321,4
8016357,4
8016391,4
8016595,4
8016653,4
8016705,4
8016895,4
8017073,4
8017085,4
8017211,4
8017231,4
8017249,4
8142339,16
8142431,19
8143259,21
8143547,22
8377461,22
8419193,7
8419383,7
8867354,7
8867676,7
8867814,7
9560130,15
9560142,15
9560188,15
9560234,15
9560236,15
9560246,15
9560256,15
9560266,15
9560300,15
9560304,15
9560316,15
9560324,15
9560342,15
9560386,15
9560406,15
9560416,15
9560436,10
9560452,10
9560476,10
9560506,10
9560524,10
9560526,10
9560540,10
9560544,10
9560548,10
9560578,10
9560676,8
9560734,15
9560742,15
9560744,15
9560746,15
9560762,15
9560844,15
9560860,15
9560884,15
9560902,15
9560922,15
9560932,15
9560940,15
9560954,15
9560972,11
9560974,11
9560982,11
9561002,11
9561006,11
9561008,11
9561056,11
9561074,11
9561092,11
9561104,11
9575714,18
9575868,18
9576692,13
9739488,19
9739520,17
9739604,17
9783880,17
9784030,17
9873010,22
9909478,17
9910580,17
10020918,17
10021172,17
10021870,17
10022408,17
10155754,17
10183480,7
10183678,7
10303148,17
10303208,18
10303242,17
10303250,17
10303400,19
10303480,22
10303862,18
10303870,14
10304084,17
10304198,20
10304588,21
10304620,17
10304634,21
10304780,17
10304836,19
10431888,15
10431898,15
10432922,15
10433326,15
10628146,17
10628272,17
10629980,17
10772850,16
10772904,16
10772942,14
10772980,12
10773066,13
10773100,15
10773224,15
10773262,14
10773312,12
10773530,15
10773600,12
10773658,13
10773700,12
10773758,12
10773810,16
10773818,12
10773990,16
10774230,14
10774364,12
10774398,14
10774620,8
11118712,15
11118732,15
11118734,15
11118754,15
11118766,15
11118792,15
11118810,15
11118830,15
11118858,15
11118864,15
11118878,15
11118902,15
11118906,15
11118912,15
11118928,15
11118972,15
11118982,15
11118984,15
11118990,15
11118994,15
11119020,15
11119040,10
11119050,10
11119056,10
11119074,10
11119084,10
11119104,10
11119120,10
11119160,10
11119176,10
11119226,15
11119298,8
11119304,8
11119310,8
11119314,8
11119376,15
11119418,15
11119472,15
11119476,15
11119564,15
11119578,11
11119582,11
11119592,11
11119602,11
11119628,11
11119654,11
11119666,11
11119706,11
11119714,11
11119722,11
11131938,15
11132048,14
11132204,17
11132210,17
11132250,16
11132264,23
11132300,14
11132608,7
11132726,11
11132892,14
11132920,14
11132946,13
11133054,7
11133268,12
11133384,13
11133506,14
11133518,12
11161810,17
11162434,17
11162524,17
11301886,9
11303030,9
11303458,9
12019667,14
12020283,14
12020571,14
12073917,14
12073957,15
12074017,17
12074061,7
12074075,16
12074167,13
12074461,14
12074555,13
12074577,15
12074651,15
12074701,12
12074723,15
12074951,12
12075033,12
12075117,13
12075219,19
12075227,17
12075271,8
12075289,17
12075689,12
12075789,15
12075793,15
12075895,12
12093593,17
12093639,23
12093655,18
12093809,17
12093849,21
12093941,19
12094273,17
12094391,21
12094511,26
12094527,17
12094553,23
12094557,20
12094565,17
12094579,25
12094623,17
12094693,17
12094837,18
12095105,14
12095149,19
12095173,22
12095207,19
12095275,24
12095409,22
12095423,20
12095563,22
12156967,25
12157079,26
12157139,25
12157237,26
12157249,28
12157263,26
12157653,27
12157719,27
12157929,27
12157983,16
12158049,16
12158067,27
12158115,25
12158145,25
12158159,25
12158207,24
12158217,24
12158333,26
12158339,26
12158539,27
12158565,27
12158681,27
12158695,27
12158851,27
12158903,29
12158943,27
12158949,27
12286349,17
12814085,22
12814529,22
12814793,22
12901473,22
12903363,22
13076953,7
13077393,7
13152659,15
13152739,15
13222407,17
13222411,20
13222429,17
13222477,20
13222517,17
13222533,18
13222615,17
13222619,18
13222647,19
13222677,18
13222725,17
13222745,17
13222779,17
13222791,17
13222807,18
13222823,17
13222849,18
13222851,18
13222871,20
13222891,18
13222929,17
13222943,16
13222963,20
13222967,23
13223003,19
13223027,17
13223095,17
13223153,17
13223159,18
13223191,17
13223255,19
13223285,20
13223291,20
13223293,22
13223307,25
13223359,16
13223387,15
13223421,16
13223437,20
13223449,25
13223475,18
13223515,19
13223561,18
13223595,23
13223605,17
13223617,17
13223633,24
13223643,25
13223645,17
13223691,17
13238325,18
13238499,15
13238587,21
13238693,19
13238733,24
13238767,17
13238823,21
13238857,14
13238973,20
13239113,22
13239249,11
13239565,20
13239759,17
13239875,14
13239905,20
13239991,20
13350309,22
13380353,22
13458227,22
13459519,22
13459823,22
13598581,7
13598825,7
13599807,7
13599943,7
13625291,7
13625699,7
13626231,7
13626843,7
13683708,14
13684638,14
13776138,4
13776242,4
13776298,4
13776388,4
13776400,4
13776406,4
13776458,4
13776466,4
13776714,4
13776744,4
13776814,4
13776818,4
13776832,4
13776892,4
13776920,4
13776938,4
13777022,4
13777078,4
13777092,4
13777132,4
13777268,4
13777430,4
13777500,4
13777504,4
13777506,4
13777538,4
13819556,20
13819666,21
13880244,8
13880260,8
13880270,11
13880290,11
13880300,8
13880310,10
13880342,8
13880398,8
13880438,12
13880474,11
13880478,8
13880484,8
13880486,9
13880494,8
13880500,8
13880522,17
13880544,11
13880546,13
13880550,11
13880562,13
13880564,17
13880574,11
13880588,11
13880598,8
13880602,12
13880606,11
13880640,8
13880656,8
13880662,8
13880712,17
13880718,13
13880724,8
13880734,12
13880754,8
13880788,17
13880820,8
13880852,8
13880858,8
13880862,11
13880868,10
13880872,11
13880876,8
13880880,8
13880892,11
13880900,10
13880914,8
13880930,17
13880932,10
13880942,8
13880958,8
13965505,15
13965723,15
13965801,17
13966105,14
13966533,14
13969642,7
13971448,7
14039229,8
14039999,10
14040247,10
14187293,16
14187951,14
14190947,4
14191039,4
14191241,4
14191295,4
14191433,4
14191445,4
14191467,4
14191579,4
14191633,4
14191685,4
14191727,4
14191773,4
14191843,4
14192035,4
14192043,4
14192153,4
14192335,4
14192357,4
14192551,4
14192595,4
14192775,4
14455461,22
14456533,15
14457013,16
14457359,20
14486737,15
14486811,14
14486905,14
14487329,13
14487341,13
14487347,13
14487631,13
14487777,13
14487821,13
14487905,13
14487909,13
14488013,13
14488041,13
14488051,13
14488349,13
14488395,13
14488503,13
14488509,13
14535781,9
14535999,14
14536349,14
14537103,14
14537111,14
14537363,14
14719183,19
14719251,23
14719287,21
14719295,21
14719341,18
14719355,18
14719359,21
14719365,17
14719369,18
14719405,19
14719445,21
14719457,21
14719459,19
14719465,21
14719505,20
14719539,19
14719543,18
14719573,20
14719587,17
14719593,18
14719599,18
14719651,24
14719667,19
14719679,21
14719705,21
14719717,24
14719721,19
14719729,18
14719735,19
14719753,18
14719761,20
14719789,21
14719813,21
14719833,21
14719837,18
14719839,21
14719871,19
14719901,19
14719905,21
14719937,21
14719953,21
14719963,23
14719969,18
14720001,18
14720023,18
14720025,21
14720027,24
14720047,20
14720051,21
14720065,19
15134713,25
15134719,20
15134731,18
15134737,16
15134765,18
15134779,23
15134795,18
15134855,18
15134883,20
15134905,21
15134915,20
15134917,18
15134961,19
15134981,17
15135023,19
15135029,18
15135035,18
15135055,22
15135067,17
15135071,19
15135091,18
15135099,17
15135133,19
15135157,19
15135177,24
15135193,19
15135205,24
15135241,20
15135261,19
15135283,21
15135325,24
15135357,21
15135359,19
15135387,22
15135447,25
15135457,18
15135463,18
15135505,18
15135561,20
15135591,21
15135595,18
15135635,21
15135639,19
15135645,18
15135681,21
15135685,18
15135687,21
15135691,21
15135707,21
15135711,25
15313125,20
15313143,14
15313155,23
15313243,23
15313325,21
15313347,14
15313425,15
15313491,18
15313519,23
15313593,15
15313645,14
15313681,22
15313757,17
15313805,15
15313809,19
15313835,22
15313963,14
15313997,19
15314177,23
15314219,18
15314233,18
15314279,22
15477677,15
15478233,14
15478299,14
15478525,15
15479317,15
15479321,15
15512173,22
15512629,22
15681655,22
15681745,22
15744903,13
15744923,13
15744925,21
15744931,21
15744937,21
15744949,10
15744965,21
15745013,21
16017647,8
16017737,8
16017827,7
16017849,7
16018111,7
16018165,7
16018237,7
16018405,7
16018459,7
16018871,8
16018935,7
16019075,7
16019225,7
16019239,9
16019241,8
16019263,8
16019321,8
16019451,8
16019521,8
16019623,8
16019627,8
16211135,5
16211177,10
16211195,21
16211205,10
16211399,13
16211405,13
16211413,13
16211423,9
16211459,13
16211465,21
16211477,10
16211549,10
16211589,13
16211609,10
16211615,12
16211619,13
16211637,10
16211663,9
16211673,10
16211705,14
16211767,21
16211783,11
16211809,13
16211883,13
16211933,21
16211973,21
16211997,21
16212029,13
16212155,12
16212185,10
16212247,13
16212259,13
16212283,9
16212399,21
16212413,21
16212437,13
16212477,10
16212487,12
16212583,21
16212639,21
16212677,10
16212685,21
16212707,21
16212723,21
16212833,13
16212841,21
16212849,21
16212861,10
16212909,13
16212963,10
16714280,15
16714470,15
16714632,15
16714648,15
16714686,15
16714712,15
16714776,15
16714802,15
16714814,15
16714856,15
16714926,15
16715088,15
16715148,15
16715406,15
16715780,15
16742724,14
16743276,14
16743366,14
16743678,14
16743738,14
16744222,14
16744228,14
16995952,11
16996050,11
17149653,15
17150971,15
17207657,7
17208861,7
17268421,7
17269413,7
17293555,22
17294863,22
17509687,17
17630586,22
18040324,17
18041064,17
18041066,17
18041406,17
18622423,15
18622449,15
18622549,14
18622553,14
18622889,14
18622945,14
18623653,13
18623693,13
18623857,13
18624149,13
18624239,13
18624319,13
18660583,7
19107943,21
19108027,21
19108051,18
19108799,20
19108885,14
19109295,22
19109363,17
19109469,18
19109549,19
19109615,21
19109669,20
19244485,17
19244493,21
19244663,17
19244671,18
19245005,22
19245007,14
19245085,18
19245171,18
19245213,17
19245309,21
19245379,25
19245475,23
19245491,24
19245591,17
19245603,22
19245649,17
19245767,14
19245953,21
19245955,17
19246053,13
19246099,21
19246243,19
19246277,24
19246449,18
19380743,15
19380833,13
19380901,13
19511311,7
19575759,22
19576031,22
19630761,22
19707447,8
19707511,8
19707783,8
19707791,8
19707891,8
19707961,8
19708097,8
19708145,8
19708225,8
19708269,8
19708339,8
19708387,8
19708417,8
19708551,8
19708555,8
19708655,8
19708657,8
19708693,8
19708815,8
19708861,8
19708917,8
19709039,8
19709103,8
19709179,8
19709195,8
19709247,8
19709279,8
19709319,8
19709407,8
19787601,10
19789025,13
19813037,13
19813077,12
19813099,17
19813263,15
19813269,17
19813335,14
19813487,14
19813529,8
19813823,14
19813845,13
19814031,15
19814179,14
19814303,14
19814379,12
19814381,15
19814445,13
19814617,8
19814647,12
19814735,15
19883659,22
19887713,17
20221429,22
20310335,17
20557169,13
20557175,14
20557185,13
20557317,13
20557337,21
20557359,9
20557393,21
20557485,13
20557565,21
20557581,21
20557603,10
20557651,10
20557653,21
20557673,21
20557679,21
20557701,21
20557735,21
20557741,13
20557745,21
20557751,21
20557841,21
20557859,13
20557869,9
20557881,9
20557909,13
20557927,21
20557939,21
20557951,10
20557963,21
20558023,21
20558025,9
20558049,10
20558083,14
20558107,10
20558123,21
20558171,9
20558197,10
20558223,13
20558279,13
20558307,21
20558313,21
20558325,21
20558335,10
20558337,10
20558371,21
20558373,13
20558417,21
20558419,10
20558461,21
20558509,21
20804879,23
20804905,23
20805003,22
20805075,25
20805307,19
20805559,25
20805565,24
20805599,20
20805633,19
20805643,16
21161734,7
21357248,12
21357252,8
21357254,8
21357272,8
21357276,11
21357286,8
21357298,8
21357300,8
21357310,8
21357328,8
21357336,12
21357338,12
21357340,8
21357350,8
21357362,8
21357450,8
21357458,11
21357482,8
21357494,13
21357520,8
21357538,11
21357540,17
21357542,11
21357544,11
21357582,11
21357584,11
21357598,8
21357602,8
21357624,11
21357664,11
21357720,8
21357730,17
21357732,16
21357742,8
21357752,16
21357780,8
21357792,11
21357798,8
21357830,12
21357840,11
21357842,8
21357850,8
21357862,12
21357878,11
21357880,8
21357888,11
21357898,8
21357902,10
21357938,8
21357940,17
21390968,15
21432604,17
21625142,4
21625160,4
21625174,4
21625178,4
21625214,4
21625220,4
21625240,4
21625256,4
21625328,4
21625330,4
21625352,4
21625358,4
21625372,4
21625378,4
21625394,4
21625398,4
21625408,4
21625440,4
21625452,4
21625468,4
21625492,4
21625510,4
21625572,4
21625580,4
21625582,4
21625586,4
21625592,4
21625596,4
21625610,4
21625620,4
21625628,4
21625630,4
21625648,4
21625652,4
21625682,4
21625684,4
21625692,4
21625708,4
21625728,4
21625738,4
21625740,4
21625744,4
21625798,4
21625804,4
21625816,4
21625822,4
21625826,4
21625832,4
21625834,4
21625854,4
21809397,22
21823501,7
21823801,7
21823859,7
21848125,22
21849609,22
22237694,7
22238048,7
22402144,4
22402240,4
22402264,4
22402384,4
22402470,4
22402566,4
22402578,4
22402584,4
22402652,4
22402670,4
22402712,4
22402758,4
22402890,4
22402966,4
22403076,4
22403232,4
22403252,4
22403344,4
22403366,4
22403392,4
22403448,4
22403466,4
22403472,4
22403514,4
22495112,22
22684302,17
22780734,9
22936344,22
23006386,14
23163972,17
23228682,10
23228818,10
23229056,10
23229062,10
23230134,10
23230416,10
23231026,10
23232656,10
23232884,10
23232998,10
23233130,10
23233384,10
23234196,10
23234434,10
23234594,10
23234920,10
23235156,10
23236338,10
23236358,10
23236360,10
23236380,10
23236490,10
23236536,10
23237278,10
23238100,10
23238868,10
23238940,10
23239302,10
23239752,10
23240058,10
23240262,10
23241066,10
23241316,10
23241984,10
23242608,10
23242716,10
23242746,10
23243174,10
23244076,10
23244114,10
23244284,10
23244482,10
23244934,10
23244938,10
23244974,10
23245000,10
23245190,10
23245762,10
23245900,10
23246552,10
23476198,12
23476284,15
23476352,23
23476402,18
23476440,15
23476786,14
23476824,14
23476838,14
23476846,14
23477030,15
23632910,22
23632974,18
23633084,23
23633098,14
23633128,22
23633150,19
23633382,22
23633552,20
23633562,19
23633712,21
23644142,15
23644200,15
23645866,15
23645956,15
23690038,22
23849070,14
23849440,17
23849898,11
23850118,17
23850258,12
23850324,15
23943178,15
23943180,15
23943292,15
23943296,15
23943410,15
23943478,15
23943528,15
23943656,15
23943704,15
23944306,15
23944318,15
23944432,15
23944506,15
23944706,15
23944714,15
23944752,15
23944930,15
23945008,15
23945624,22
23946456,22
23982598,7
24040654,16
24163682,22
24401288,13
24421036,15
24421072,15
24421086,15
24421448,15
24421708,15
24421810,15
24421884,15
24595928,13
24595930,12
24595932,14
24595956,13
24595964,15
24595994,15
24596000,14
24596018,14
24596074,13
24596092,7
24596106,14
24596108,11
24596112,15
24596128,14
24596132,15
24596150,11
24596154,13
24596166,18
24596176,15
24596184,14
24596218,15
24596222,15
24596250,11
24596258,15
24596274,16
24596282,14
24596288,17
24596304,16
24596328,10
24596330,11
24596334,15
24596340,14
24596348,17
24596350,15
24596352,14
24596384,17
24596388,14
24596418,11
24596426,16
24596428,14
24596432,15
24596436,15
24596440,14
24596446,15
24596454,15
24596464,14
24596478,16
24596484,10
24596520,17
24596528,14
24645122,12
24645130,15
24645134,7
24645148,13
24645168,7
24645170,7
24645188,15
24645244,15
24645262,17
24645264,12
24645268,12
24645322,17
24645336,12
24645356,14
24645404,14
24645422,15
24645442,16
24645466,8
24645474,14
24645500,14
24645586,15
24645670,15
24645712,17
24645742,12
24645780,12
24645782,15
24645786,14
24645844,15
24645850,16
24645852,14
24645926,12
24645932,15
24645948,14
24645976,16
24646026,16
24646066,17
24646072,23
24646090,12
24646120,12
24646140,14
24646152,12
24646216,14
24646256,14
24646304,7
24646380,14
24646392,15
24646418,7
24646422,12
24646446,8
24646468,15
24735258,15
24735426,13
24735682,23
24735844,13
24735894,10
24735996,14
24736016,13
24736510,11
24736564,17
24736690,13
24736738,8
24736858,14
24736882,15
25043011,20
25043039,19
25043065,22
25043081,17
25043389,21
25043421,19
25043493,23
25043605,21
25043623,19
25043797,15
25043905,20
25043917,27
25044017,18
25044141,15
25044147,19
25044157,18
25044237,19
25044261,20
25044263,15
25044267,17
25044295,18
25044347,22
25044405,18
25044525,19
25044541,21
25044637,21
25044749,20
25127657,13
25127987,13
25128061,12
25128137,15
25128573,12
25128619,12
25128707,14
25128879,17
25128951,16
25129023,13
25129335,13
25129407,11
25129485,12
25129553,14
25320325,14
25320357,13
25320363,14
25320377,8
25320407,10
25320409,15
25320411,14
25320419,13
25320423,8
25320477,15
25320491,13
25320495,15
25320505,14
25320529,17
25320531,12
25320563,8
25320579,17
25320599,12
25320613,7
25320615,15
25320629,13
25320663,12
25320687,8
25320701,15
25320719,16
25320755,15
25320765,17
25320779,12
25320787,16
25320795,14
25320811,12
25320833,16
25320879,13
25320903,11
25320933,14
25320989,8
25321005,13
25321013,15
25321047,13
25321049,11
25321073,13
25321127,17
25321139,16
25321197,16
25321215,8
25321233,7
25321281,14
25321351,15
25321375,14
25321395,14
25410467,22
50002305,8
50002306,10
50002317,8
50002318,10
50002319,10
50002320,10
50002321,10
50002322,10
50002323,10
50002324,8
50002325,9
50002326,9
50002327,9
50002328,9
50002329,9
50002330,7
50002331,8
50002332,9
50002333,9
50002334,9
50002335,9
50002336,8
50002337,8
50002338,9
50002339,9
50002340,9
50002341,9
50002342,9
50002343,9
50002344,9
50002345,9
50002346,9
50002347,9
50002348,9
50002349,9
50002350,8
50002351,8
50002352,8
50159878,6
50160428,6
50161174,6
50161540,6
50161967,6
50162110,6
50162513,6
50163493,6
50163621,6
50166740,6
50166810,6
50168058,6
50169300,6
50170313,6
50170836,6
50172557,6
50173902,6
50176041,6
50176054,6
50176184,6
50176949,6
50177114,6
50178098,6
50179367,6
50179394,6
50179685,6
50180639,6
50180765,6
50181132,6
50181360,6
50182805,6
50183388,6
50184596,6
50186436,6
50186457,6
50188094,6
50188197,6
50188918,6
50190222,6
50191402,6
50191524,6
50230969,6
50231152,6
50231329,6
50231391,6
50231397,6
50231404,6
50231454,6
50231783,6
50231921,6
50232304,6
50232403,6
50232420,6
50232454,6
50232899,6
50232936,6
50232992,6
50233115,6
50233191,6
50233398,6
50233471,6
50233615,6
50233657,6
50233692,6
50233757,6
50233761,6
50233778,6
50233866,6
50234198,6
50234203,6
50234256,6
50234600,6
50234650,6
50234702,6
50234710,6
50234823,6
50234852,6
50234879,6
50234978,6
50235007,6
50235047,6
50235075,6
50235167,6
50235307,6
50235507,6
50235562,6
50235581,6
50235597,6
50235628,6
50235844,6
50235894,6
50314322,6
50314421,6
50314916,6
50314960,6
50315074,6
50317229,6
50320593,6
50326606,6
50326897,6
50331752,20
50353244,13
50353308,10
50353356,21
50353362,13
50353366,21
50353370,21
50353378,21
50353384,21
50353394,21
50353430,21
50353440,21
50353448,13
50353464,21
50353486,21
50353520,13
50353560,10
50353566,21
50353844,21
50353968,14
50354030,21
50354158,10
50354174,21
50354186,21
50354230,21
50354242,13
50354362,21
50354382,21
50354404,10
50354564,21
50354582,21
50354588,21
50354632,10
50354738,9
50354740,21
50354752,21
50354828,21
50354834,21
50354886,21
50354956,21
50354966,21
50354980,13
50355134,14
50669564,13
50669588,16
50669644,22
50669654,17
50669668,15
50669670,22
50669694,22
50669734,17
50669736,21
50669786,17
50669810,19
50669828,17
50669830,22
50669834,21
50669840,22
50669852,13
50669872,17
50669890,22
50669900,17
50669928,21
50669956,21
50669978,22
50669984,16
50669994,17
50670004,22
50670024,16
50670062,22
50670076,16
50670082,22
50670096,17
50670140,22
50670146,22
50670164,17
50670170,21
50670180,23
50670186,13
50670188,13
50670192,16
50670202,22
50670212,13
50670258,19
50670270,20
50670282,15
50670288,17
50670318,24
50670334,17
50670346,23
50670382,13
50670430,16
50670454,22
50918242,22
50919362,22
50926376,9
